carat,cut,color,clarity,depth,table,x,y,z,price
0.63,Fair,H,SI2,64.7,61.0,5.33,5.27,3.43,1235
1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14,10083
0.31,Premium,G,VVS1,58.0,62.0,4.47,4.42,2.58,977
1.21,Ideal,G,VS1,62.6,56.0,6.77,6.81,4.25,8616
1.51,Ideal,G,VS2,62.1,55.0,7.38,7.33,4.56,14482
0.33,Very Good,D,SI1,62.8,56.0,4.39,4.43,2.77,608
0.31,Good,H,VS2,63.1,58.0,4.27,4.32,2.71,489
0.41,Very Good,F,VS1,63.0,57.0,4.66,4.7,2.95,931
0.41,Ideal,F,SI1,61.6,57.0,4.78,4.8,2.95,705
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10093
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,1885
0.9,Very Good,D,SI1,61.2,60.0,6.14,6.19,3.77,4381
0.32,Premium,F,VS2,59.5,60.0,4.46,4.48,2.66,602
0.71,Very Good,I,VS2,62.8,59.0,5.64,5.67,3.55,2185
0.32,Ideal,H,VVS2,62.0,55.0,4.39,4.42,2.73,645
0.35,Premium,E,SI1,59.7,60.0,4.53,4.58,2.72,614
0.7,Premium,D,SI1,62.6,58.0,5.67,5.6,3.53,2550
1.5,Ideal,G,SI1,62.0,56.0,7.29,7.33,4.53,11079
1.07,Premium,F,SI1,59.6,58.0,6.68,6.72,3.99,5561
1.03,Premium,H,SI2,62.7,62.0,6.43,6.38,4.02,3749
1.51,Premium,H,VS2,60.2,60.0,7.5,7.38,4.48,10951
0.41,Good,I,VS1,63.7,57.0,4.67,4.72,2.99,755
0.3,Very Good,G,VS2,61.7,56.0,4.32,4.35,2.67,541
0.55,Ideal,E,VS2,61.5,57.0,5.25,5.29,3.24,1665
0.57,Very Good,H,VVS2,62.2,56.0,5.32,5.35,3.31,1726
1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,3999
1.17,Very Good,J,I1,60.2,61.0,6.83,6.9,4.13,2774
1.73,Premium,I,VS1,62.2,59.0,7.65,7.62,4.75,12674
1.02,Premium,G,SI1,61.4,55.0,6.51,6.48,3.99,4273
0.74,Premium,E,SI2,62.6,58.0,5.77,5.73,3.6,2617
2.08,Ideal,J,SI2,62.3,55.0,8.23,8.17,5.11,12179
0.54,Ideal,F,VS1,61.1,57.0,5.28,5.3,3.23,1774
0.57,Ideal,F,VVS1,61.3,56.0,5.4,5.37,3.3,3343
0.97,Premium,D,SI2,60.4,61.0,6.4,6.37,3.86,3585
0.3,Ideal,G,IF,61.0,57.0,4.31,4.34,2.64,863
0.41,Ideal,J,VS2,62.2,54.4,4.72,4.75,2.95,637
0.8,Ideal,H,IF,61.1,56.0,6.02,5.96,3.66,3774
0.41,Premium,E,SI2,61.3,59.0,4.85,4.8,2.96,876
1.21,Very Good,D,VS2,62.6,59.0,6.72,6.79,4.23,8969
1.52,Premium,D,SI2,61.6,56.0,7.47,7.39,4.58,10487
0.7,Ideal,J,SI1,60.4,56.0,5.71,5.74,3.46,1926
1.2,Ideal,G,VVS2,62.2,56.0,6.76,6.81,4.22,9373
1.0,Premium,E,VS2,61.8,59.0,6.38,6.41,3.95,6600
0.81,Ideal,E,SI2,62.1,55.0,5.94,5.98,3.7,3101
1.24,Premium,D,SI1,62.4,59.0,6.82,6.86,4.27,7351
0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,758
0.55,Premium,F,SI1,60.7,57.0,5.3,5.27,3.21,1415
0.42,Premium,H,VS1,61.7,59.0,4.83,4.76,2.96,1087
1.06,Ideal,I,VS1,61.1,56.0,6.59,6.61,4.03,5702
1.22,Premium,E,SI2,61.5,58.0,6.85,6.81,4.2,6351
0.28,Very Good,H,VVS2,62.0,55.0,4.21,4.23,2.62,522
1.74,Premium,G,VS1,61.7,58.0,7.78,7.69,4.77,17904
0.53,Ideal,G,VVS2,61.7,56.0,5.2,5.23,3.22,1948
0.65,Ideal,F,SI1,61.4,58.0,5.56,5.5,3.39,1841
0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,2636
2.0,Premium,J,VVS2,63.0,59.0,8.0,7.97,5.03,15214
0.35,Ideal,G,VS2,61.0,57.0,4.54,4.57,2.78,633
0.58,Very Good,G,VVS2,62.0,57.0,5.33,5.34,3.31,2078
0.28,Ideal,H,VVS2,61.6,56.0,4.22,4.26,2.61,514
0.35,Premium,F,VS2,61.4,59.0,4.56,4.53,2.79,906
0.41,Premium,E,VS1,60.1,58.0,4.84,4.81,2.9,1153
0.31,Premium,F,VS2,61.3,59.0,4.31,4.34,2.65,625
0.27,Very Good,E,VS1,60.6,59.0,4.19,4.22,2.55,413
0.9,Premium,D,SI1,61.4,62.0,6.19,6.05,3.76,4407
1.65,Ideal,D,SI2,61.5,56.0,7.63,7.69,4.71,10847
0.32,Ideal,E,VS2,62.3,57.0,4.42,4.41,2.75,900
0.41,Ideal,G,VS1,61.5,56.0,4.77,4.79,2.94,899
1.59,Premium,I,VS2,62.0,58.0,7.44,7.39,4.6,7479
0.36,Very Good,F,SI1,60.3,58.0,4.6,4.65,2.79,600
0.38,Ideal,I,VS1,61.6,55.0,4.68,4.73,2.9,700
1.23,Very Good,E,VVS2,60.4,62.0,6.88,6.93,4.17,11175
0.73,Premium,F,VS1,60.7,61.0,5.79,5.75,3.5,3211
0.31,Ideal,H,SI1,61.4,55.0,4.44,4.36,2.7,573
0.31,Ideal,H,SI1,61.3,55.0,4.35,4.39,2.68,421
0.71,Very Good,F,VS2,59.6,56.0,5.84,5.88,3.49,2994
0.3,Very Good,G,VS1,61.7,57.0,4.28,4.32,2.65,620
1.51,Very Good,H,VS2,63.1,57.0,7.24,7.21,4.56,8219
0.32,Ideal,F,IF,60.9,57.0,4.41,4.43,2.69,943
1.21,Very Good,H,SI1,62.8,56.0,6.8,6.83,4.28,6022
2.07,Premium,H,SI1,62.7,58.0,8.14,8.09,5.09,13993
1.21,Good,G,VS2,64.1,58.0,6.74,6.67,4.3,7047
1.04,Ideal,G,VS2,60.5,57.0,6.56,6.62,3.99,6955
0.59,Very Good,E,VS1,61.6,61.0,5.34,5.37,3.3,1993
0.81,Ideal,E,SI1,61.5,56.0,6.01,6.03,3.7,3373
1.12,Ideal,G,SI1,62.0,55.0,6.65,6.68,4.13,5451
1.01,Premium,G,VVS2,59.4,58.0,6.53,6.51,3.93,7366
1.0,Very Good,F,VVS2,63.0,59.0,6.33,6.36,4.0,8950
0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,2117
0.51,Ideal,E,VS1,61.8,55.0,5.15,5.18,3.19,1697
1.55,Ideal,E,SI1,62.3,56.0,7.43,7.37,4.61,12646
1.55,Premium,I,SI1,62.5,60.0,7.33,7.35,4.59,8866
0.8,Ideal,F,SI2,61.8,59.0,5.94,5.96,3.68,3066
1.0,Very Good,E,SI2,62.2,59.0,6.35,6.38,3.96,4312
0.31,Ideal,G,VVS1,62.5,54.0,4.34,4.37,2.72,789
1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85,6435
0.5,Very Good,H,VS2,61.2,55.0,5.12,5.16,3.15,1411
0.54,Good,D,SI2,63.2,57.0,5.16,5.19,3.27,1249
0.4,Good,G,SI2,63.2,56.0,4.7,4.73,2.98,596
1.26,Premium,D,SI2,61.9,58.0,6.88,6.81,4.24,5412
1.0,Premium,F,VS2,62.7,58.0,6.4,6.33,3.99,6608
0.39,Ideal,E,VS1,62.7,53.6,4.67,4.69,2.93,1004
0.75,Premium,F,SI1,61.5,58.0,5.83,5.87,3.6,2683
1.01,Very Good,G,SI2,62.0,58.0,6.41,6.46,3.99,3682
0.72,Ideal,G,VVS2,62.4,57.0,5.71,5.76,3.58,3139
0.43,Ideal,E,SI1,62.3,57.0,4.78,4.82,2.99,792
0.28,Very Good,E,VS1,62.8,60.0,4.16,4.21,2.63,434
0.42,Ideal,J,VS1,62.3,53.0,4.83,4.86,3.02,636
1.05,Ideal,G,SI2,62.3,56.0,6.52,6.58,4.08,4561
0.31,Premium,I,VS2,60.8,58.0,4.34,4.37,2.65,435
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,6770
1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05,4602
0.41,Premium,I,VVS2,62.1,58.0,4.78,4.76,2.96,1061
1.2,Good,E,VS2,63.7,57.0,6.71,6.64,4.25,5914
1.22,Premium,G,VS2,61.2,58.0,6.91,6.81,4.2,7870
1.03,Very Good,F,VS1,62.2,57.0,6.47,6.51,4.04,7233
0.23,Very Good,F,VVS2,60.3,58.0,3.99,4.03,2.42,530
1.59,Premium,I,VS2,60.2,60.0,7.58,7.61,4.57,10039
0.41,Premium,G,VS2,60.9,61.0,4.75,4.74,2.89,1061
2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,14199
0.7,Fair,D,SI1,64.9,64.0,5.57,5.5,3.59,2352
0.43,Very Good,G,VS2,61.0,56.0,4.87,4.89,2.98,844
0.33,Ideal,E,VVS1,61.7,56.0,4.42,4.46,2.74,984
0.45,Ideal,G,IF,61.7,55.0,4.93,4.96,3.05,1548
0.32,Premium,G,IF,59.9,58.0,4.43,4.42,2.65,1020
0.3,Ideal,E,SI1,62.2,55.0,4.29,4.33,2.68,499
1.56,Premium,G,VS1,60.9,58.0,7.49,7.53,4.57,14139
0.33,Ideal,E,VVS1,61.9,54.0,4.43,4.45,2.75,917
1.03,Ideal,I,SI2,62.3,59.0,6.39,6.45,4.0,4162
0.32,Ideal,J,SI1,61.8,54.9,4.39,4.42,2.72,384
1.35,Premium,F,VS2,61.9,58.0,7.06,7.02,4.36,10962
1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5665
0.3,Ideal,F,VS1,62.3,53.8,4.3,4.33,2.69,652
0.21,Very Good,E,VS2,63.2,54.0,3.82,3.78,2.4,386
0.35,Ideal,E,VVS2,61.0,57.0,4.54,4.58,2.78,849
1.01,Good,G,SI1,59.8,61.0,6.45,6.49,3.87,5277
1.12,Very Good,D,SI1,62.2,59.0,6.65,6.67,4.14,5966
0.3,Ideal,G,IF,60.9,57.0,4.32,4.29,2.62,956
0.32,Ideal,D,VS2,62.1,53.0,4.42,4.44,2.75,671
0.3,Ideal,G,SI2,60.6,56.0,4.35,4.4,2.65,405
0.8,Very Good,H,SI1,63.8,56.0,5.85,5.91,3.75,2739
0.74,Very Good,E,VS1,62.8,59.0,5.68,5.76,3.59,3416
1.01,Premium,D,SI1,61.6,60.0,6.47,6.43,3.97,5543
0.7,Premium,E,VS1,59.6,57.0,5.91,5.83,3.5,2818
0.25,Very Good,E,VVS1,60.0,56.0,4.1,4.14,2.47,575
0.37,Good,H,SI1,64.0,55.0,4.53,4.57,2.91,528
1.01,Good,F,SI2,63.6,59.0,6.37,6.34,4.04,4197
0.4,Ideal,G,VS2,62.5,54.0,4.72,4.75,2.96,792
0.31,Ideal,G,VVS2,61.5,56.0,4.38,4.4,2.7,687
0.4,Very Good,D,VVS2,58.3,59.0,4.88,4.9,2.85,1078
0.52,Ideal,G,VS1,60.4,57.0,5.21,5.24,3.16,1887
2.0,Ideal,G,SI2,62.2,57.0,8.13,8.0,5.02,11988
0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,1048
1.5,Fair,I,I1,65.1,59.0,7.12,6.96,4.58,5040
1.98,Very Good,I,VS2,62.7,60.0,7.9,7.96,4.98,15083
0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4098
0.46,Ideal,F,VS1,62.7,56.0,4.91,4.94,3.09,1418
0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,789
0.56,Premium,F,SI2,60.4,60.0,5.35,5.32,3.22,1286
2.14,Premium,I,VS2,59.3,59.0,8.39,8.43,5.0,15418
0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4801
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,606
1.08,Premium,G,SI1,61.2,59.0,6.61,6.66,4.06,4485
0.54,Ideal,E,VS2,62.4,56.0,5.23,5.19,3.25,1765
0.31,Ideal,H,VVS1,60.9,56.0,4.4,4.42,2.69,671
2.01,Premium,J,VS2,60.4,59.0,8.15,8.1,4.91,13744
0.31,Ideal,F,VS2,61.6,56.0,4.35,4.38,2.69,583
0.38,Premium,I,SI2,62.7,58.0,4.61,4.57,2.88,641
0.32,Ideal,G,VS1,61.3,57.0,4.4,4.37,2.69,828
0.35,Ideal,I,IF,62.5,55.0,4.52,4.54,2.83,737
0.71,Ideal,D,VS1,61.5,58.0,5.75,5.77,3.54,3582
1.5,Premium,J,SI1,61.2,61.0,7.43,7.37,4.53,7518
0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,544
1.0,Very Good,D,VVS2,63.0,59.0,6.35,6.38,4.01,9740
0.9,Premium,G,I1,61.3,59.0,6.2,6.15,3.78,1777
1.01,Ideal,D,SI2,62.5,57.0,6.39,6.35,3.98,5206
0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
0.32,Ideal,H,VS1,61.8,53.0,4.41,4.43,2.73,516
0.46,Premium,E,VS1,61.7,59.0,4.96,4.93,3.05,1437
0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43,530
0.32,Ideal,G,VVS2,61.1,55.0,4.45,4.42,2.71,936
2.02,Ideal,J,VS1,61.8,57.0,8.06,8.13,5.0,16397
0.71,Good,E,SI2,62.2,56.0,5.63,5.66,3.51,2390
0.56,Ideal,D,VS1,60.4,56.0,5.33,5.36,3.23,1924
0.72,Very Good,I,VS2,61.1,56.0,5.76,5.79,3.53,2337
1.91,Premium,G,SI2,61.9,58.0,7.9,7.84,4.87,9038
0.31,Premium,I,SI1,62.3,58.0,4.38,4.35,2.72,537
0.91,Premium,H,SI1,60.9,58.0,6.26,6.22,3.8,3414
1.02,Premium,H,SI2,59.8,59.0,6.5,6.54,3.9,4207
1.0,Ideal,I,SI1,62.7,56.0,6.33,6.37,3.98,4174
0.41,Premium,D,SI1,59.6,59.0,4.85,4.82,2.88,1015
0.32,Premium,D,VS2,60.3,60.0,4.44,4.42,2.67,972
0.31,Ideal,H,SI1,62.9,56.0,4.31,4.27,2.7,558
0.62,Premium,G,VS2,60.9,59.0,5.52,5.48,3.35,1841
0.5,Very Good,I,VS2,61.7,58.0,5.08,5.13,3.15,1176
0.34,Good,E,SI1,63.9,56.0,4.44,4.48,2.85,596
1.28,Premium,H,SI2,61.9,56.0,7.02,6.94,4.32,5949
1.01,Ideal,H,SI1,62.6,55.0,6.43,6.39,4.01,4836
1.19,Premium,I,VS1,59.9,61.0,6.91,6.85,4.12,5747
0.36,Premium,H,SI1,59.3,60.0,4.65,4.62,2.75,665
0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,880
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,839
0.72,Ideal,F,SI2,62.0,55.0,5.75,5.79,3.58,2224
0.3,Ideal,F,VS1,61.3,55.0,4.32,4.36,2.66,570
2.06,Premium,F,SI2,61.7,59.0,8.21,8.13,5.04,16857
2.11,Ideal,H,SI2,60.0,56.0,8.43,8.35,5.03,12226
0.76,Ideal,J,VS2,61.7,56.0,5.85,5.88,3.62,2026
0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.42,2.74,1052
0.9,Fair,F,VS2,64.4,53.0,6.08,6.04,3.9,4229
0.32,Premium,J,VS2,61.9,59.0,4.38,4.35,2.7,504
1.32,Very Good,I,SI2,61.2,58.0,7.12,7.06,4.34,6300
0.76,Ideal,I,VS1,61.5,57.0,5.85,5.89,3.61,2679
1.54,Premium,G,VS2,59.8,58.0,7.45,7.49,4.47,12522
0.43,Ideal,G,SI1,62.2,54.0,4.84,4.88,3.02,763
0.71,Ideal,F,VS1,61.1,56.0,5.71,5.74,3.5,3199
1.1,Ideal,F,I1,61.8,56.0,6.65,6.61,4.1,3745
0.3,Ideal,G,VVS1,61.4,56.0,4.32,4.34,2.66,737
0.31,Premium,G,VVS1,61.4,58.0,4.32,4.35,2.66,816
0.3,Premium,E,VVS2,60.1,59.0,4.37,4.32,2.61,1013
0.56,Premium,G,VVS1,59.7,59.0,5.41,5.35,3.21,2167
0.76,Very Good,F,VVS1,62.1,57.0,5.8,5.83,3.61,4504
0.53,Ideal,H,SI1,62.5,56.0,5.15,5.19,3.23,1236
0.51,Ideal,E,VS2,62.2,57.0,5.11,5.08,3.17,1781
0.31,Good,E,SI1,63.4,55.0,4.31,4.33,2.74,544
1.25,Premium,I,SI2,61.0,60.0,6.98,6.93,4.24,5040
1.51,Ideal,I,SI1,62.4,59.0,7.27,7.34,4.56,8752
1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,8712
0.42,Very Good,G,SI1,60.6,62.0,4.82,4.85,2.93,687
0.32,Ideal,I,IF,60.8,54.0,4.44,4.47,2.71,673
1.2,Very Good,F,VS1,62.9,57.0,6.73,6.78,4.25,9586
0.52,Ideal,G,IF,61.5,56.0,5.16,5.21,3.19,2055
1.02,Good,H,SI2,58.2,60.0,6.49,6.57,3.8,3940
1.51,Ideal,H,VS2,64.2,59.0,7.22,7.16,4.62,10959
1.7,Ideal,E,SI1,60.1,57.0,7.71,7.74,4.64,14623
0.4,Premium,E,SI1,61.3,59.0,4.69,4.74,2.89,737
0.84,Premium,E,SI2,59.2,59.0,6.19,6.14,3.65,3086
0.38,Ideal,F,VS1,62.0,54.0,4.65,4.68,2.89,865
0.53,Ideal,F,VVS2,62.7,56.0,5.16,6.2,3.25,2030
0.42,Ideal,E,VS1,61.7,57.0,4.78,4.81,2.96,1014
0.61,Premium,D,VS2,62.3,55.0,5.47,5.42,3.39,2251
0.7,Good,F,VS2,59.1,61.0,5.76,5.84,3.43,2846
0.72,Premium,I,IF,63.0,57.0,5.72,5.7,3.6,2795
1.52,Ideal,E,SI2,60.1,57.0,7.49,7.53,4.51,9405
0.51,Ideal,F,VS1,61.7,55.0,5.13,5.17,3.18,1728
1.08,Ideal,G,SI2,61.3,57.0,6.55,6.64,4.04,5057
0.58,Ideal,E,VS1,60.8,57.0,5.42,5.41,3.29,2359
0.7,Ideal,F,SI2,60.1,57.0,5.78,5.81,3.48,2163
0.71,Very Good,F,I1,63.2,55.0,5.64,5.57,3.54,1448
1.74,Premium,I,SI2,62.2,58.0,7.65,7.61,4.75,7858
1.01,Very Good,E,VVS1,62.3,56.0,6.41,6.47,4.01,10704
1.2,Ideal,G,VS1,62.3,56.0,6.82,6.77,4.23,8596
1.24,Very Good,G,SI1,61.8,59.0,6.85,6.88,4.24,6438
1.09,Ideal,E,VVS2,60.9,56.0,6.66,6.7,4.07,10333
0.51,Premium,D,SI1,60.1,60.0,5.15,5.17,3.1,1569
0.7,Very Good,F,VS2,62.3,59.0,5.63,5.7,3.53,2744
0.31,Premium,F,VS2,62.9,59.0,4.32,4.27,2.7,802
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2121
0.4,Good,E,SI1,63.9,55.0,4.67,4.72,3.0,687
1.01,Very Good,D,SI2,61.8,57.0,6.42,6.47,3.98,4260
0.81,Ideal,H,VVS2,62.0,57.0,5.93,5.97,3.69,3497
0.27,Very Good,F,VS2,61.8,57.0,4.14,4.18,2.57,518
0.53,Ideal,H,VS2,62.5,56.0,5.19,5.15,3.23,1412
0.4,Ideal,E,VS1,62.5,55.0,4.67,4.71,2.93,947
2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,14534
0.31,Premium,E,SI1,62.6,60.0,4.35,4.31,2.71,698
1.03,Ideal,F,VVS2,62.0,56.0,6.45,6.48,4.01,9245
0.32,Ideal,E,VS1,61.1,56.0,4.42,4.45,2.71,713
1.0,Very Good,H,SI1,61.8,57.0,6.39,6.42,3.96,4995
0.5,Good,F,VS2,63.2,58.0,5.0,5.03,3.17,1436
0.7,Good,H,SI1,63.7,57.0,5.58,5.57,3.55,2394
0.3,Ideal,I,SI1,61.9,57.0,4.29,4.31,2.66,422
0.7,Fair,D,SI2,67.8,58.0,5.51,5.44,3.71,1770
0.43,Premium,F,SI2,60.2,60.0,4.91,4.85,2.94,871
2.01,Premium,J,VS2,61.8,61.0,8.06,7.97,4.95,12541
0.3,Very Good,E,VS2,61.7,61.0,4.28,4.31,2.65,658
1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,4948
1.34,Premium,F,VS2,61.1,58.0,7.12,7.05,4.33,10431
0.82,Ideal,F,SI2,62.4,54.0,6.02,5.97,3.74,2824
0.43,Good,D,SI2,63.1,59.0,4.8,4.81,3.03,669
0.33,Premium,H,VS2,61.4,58.0,4.49,4.44,2.74,668
1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06,5127
1.01,Very Good,E,VVS1,63.2,54.0,6.41,6.31,4.02,10498
0.77,Ideal,G,VS2,61.7,55.0,5.87,5.9,3.63,3154
1.2,Premium,J,SI1,58.5,61.0,6.95,6.89,4.05,4778
1.04,Very Good,F,VS1,63.2,57.0,6.44,6.41,4.06,7534
0.4,Ideal,I,SI1,61.6,56.0,4.74,4.68,2.9,765
0.51,Good,F,SI1,63.6,56.0,5.11,5.08,3.24,1312
0.3,Premium,D,SI2,62.9,58.0,4.29,4.26,2.69,574
1.32,Ideal,G,VS1,61.7,56.0,7.04,7.07,4.35,11584
1.14,Ideal,I,VS1,61.7,53.0,6.75,6.77,4.17,5863
0.83,Very Good,G,SI2,63.3,57.0,5.97,5.91,3.76,2543
0.93,Premium,G,SI1,61.0,59.0,6.34,6.28,3.85,4062
1.0,Very Good,F,VVS2,61.4,58.0,6.36,6.41,3.92,8216
1.21,Premium,G,VVS1,60.1,61.0,6.92,6.85,4.14,9003
0.91,Ideal,E,SI1,61.0,57.0,6.2,6.26,3.8,4392
0.31,Premium,F,VVS1,62.4,60.0,4.31,4.28,2.68,959
0.24,Ideal,F,IF,61.0,57.0,4.04,4.07,2.47,678
0.53,Good,H,SI1,63.7,55.0,5.12,5.15,3.27,1132
2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07,15109
1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,14071
0.76,Good,E,SI2,58.8,59.0,5.95,5.99,3.51,2680
1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,13014
1.04,Very Good,F,SI1,63.4,59.0,6.44,6.4,4.07,5137
0.38,Ideal,E,VVS2,61.6,55.0,4.67,4.72,2.89,1100
0.4,Ideal,E,VVS1,60.8,57.0,4.79,4.82,2.92,1278
1.03,Premium,F,SI2,61.4,57.0,6.6,6.53,4.03,4586
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,3204
0.96,Good,J,VS2,63.9,58.0,6.27,6.21,3.99,3312
0.31,Ideal,D,SI1,62.0,56.0,4.35,4.39,2.71,533
0.25,Very Good,E,VS2,63.3,60.0,4.0,4.03,2.54,404
1.26,Premium,F,VS1,62.0,58.0,6.95,6.88,4.29,10669
1.15,Premium,H,SI2,62.9,56.0,6.7,6.59,4.18,4959
1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81,6021
0.47,Very Good,D,VS1,59.5,61.0,5.06,5.03,3.02,1422
1.54,Fair,E,SI1,64.7,56.0,7.28,7.22,4.69,12581
1.01,Premium,G,VVS2,61.9,58.0,6.48,6.38,3.98,6371
1.37,Ideal,F,VS1,59.6,57.0,7.28,7.22,4.32,11649
0.34,Ideal,H,SI1,61.1,56.0,4.52,4.55,2.77,508
0.3,Premium,G,VS1,61.7,56.0,4.33,4.29,2.66,776
0.9,Very Good,F,SI1,63.4,56.0,6.06,6.12,3.86,3898
0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54,2331
0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,743
1.3,Ideal,G,VVS2,62.0,57.0,7.03,6.96,4.34,11175
1.0,Premium,F,SI1,62.6,60.0,6.32,6.3,3.95,5292
0.3,Very Good,I,VS2,60.7,56.0,4.32,4.34,2.63,407
1.02,Very Good,H,VS2,62.4,57.0,6.43,6.35,3.99,5383
1.01,Very Good,E,SI1,63.1,60.0,6.37,6.34,4.01,5002
0.93,Very Good,H,SI1,59.3,61.0,6.33,6.39,3.77,3838
1.53,Ideal,H,VVS2,62.2,57.0,7.32,7.37,4.57,13629
0.42,Ideal,J,VS2,62.0,55.0,4.81,4.87,3.0,628
0.32,Premium,H,VS2,60.6,58.0,4.44,4.47,2.7,505
0.3,Ideal,G,VS1,61.4,55.0,4.32,4.38,2.67,524
1.57,Ideal,I,VS2,62.8,57.0,7.46,7.37,4.66,10462
2.09,Premium,H,SI2,62.1,58.0,8.22,8.17,5.09,17156
0.51,Ideal,D,SI1,62.4,57.0,5.09,5.13,3.19,1569
0.41,Premium,G,SI1,60.3,59.0,4.79,4.76,2.88,923
1.0,Ideal,E,SI2,62.2,52.0,6.42,6.47,4.01,4808
1.11,Very Good,J,SI1,63.3,61.0,6.56,6.49,4.13,4084
1.2,Good,J,VS1,64.1,57.0,6.68,6.74,4.3,5601
0.6,Ideal,H,VS2,62.1,55.0,5.42,5.46,3.38,1442
0.65,Very Good,F,SI1,60.0,63.0,5.62,5.54,3.35,1814
0.31,Ideal,E,VS2,61.0,54.0,4.37,4.41,2.68,680
0.42,Very Good,F,IF,60.0,58.0,4.87,4.9,2.93,1722
0.52,Ideal,G,VS1,62.4,56.0,5.15,5.11,3.2,1815
0.7,Premium,F,SI1,61.2,59.0,5.7,5.64,3.47,2239
0.53,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.2,2021
0.43,Premium,E,VVS2,60.8,57.0,4.92,4.89,2.98,1304
1.5,Very Good,I,SI1,60.7,58.0,7.34,7.4,4.47,8475
2.01,Premium,F,SI1,63.0,59.0,7.99,7.89,5.0,15134
1.01,Very Good,H,SI1,62.5,58.0,6.35,6.38,3.98,4306
2.0,Premium,I,SI2,60.0,58.0,8.23,8.17,4.92,10976
0.31,Premium,H,VS1,61.7,61.0,4.34,4.31,2.67,698
1.57,Ideal,F,SI1,61.1,55.0,7.53,7.55,4.61,12320
0.71,Very Good,E,VS1,63.4,58.0,5.64,5.68,3.59,3009
1.2,Very Good,E,VS1,59.4,56.0,6.94,7.0,4.14,9904
1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,5469
0.9,Premium,H,SI2,59.6,59.0,6.38,6.24,3.76,3105
0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,1295
0.23,Very Good,D,VVS2,58.5,62.0,4.04,4.06,2.37,472
1.67,Very Good,J,SI1,62.3,59.0,7.59,7.63,4.74,7911
0.77,Premium,D,VS1,62.1,57.0,5.85,5.8,3.62,3644
1.5,Very Good,G,VS2,62.1,57.0,7.21,7.31,4.51,12156
0.77,Very Good,H,SI2,63.3,58.0,5.78,5.76,3.65,2293
0.53,Ideal,E,VS2,61.8,55.0,5.21,5.24,3.23,2163
1.31,Ideal,F,VS1,61.7,56.0,7.02,7.04,4.34,11136
0.39,Ideal,D,VVS2,62.1,56.0,4.65,4.69,2.9,1212
0.78,Very Good,H,SI1,63.1,58.0,5.85,5.88,3.7,2600
0.3,Ideal,E,VVS2,62.3,56.0,4.28,4.32,2.68,766
1.06,Premium,G,SI1,59.6,58.0,6.73,6.67,3.99,4903
0.34,Ideal,G,VS2,62.0,56.0,4.47,4.5,2.78,596
0.97,Fair,F,SI2,67.2,61.0,6.09,6.0,4.06,2338
1.09,Premium,I,SI2,61.3,55.0,6.66,6.62,4.07,4120
1.64,Ideal,G,VS2,61.5,56.0,7.59,7.62,4.68,16297
0.7,Very Good,F,VS1,60.1,58.0,5.73,5.79,3.46,2959
0.71,Ideal,G,SI1,62.4,56.0,5.74,5.71,3.57,2386
